# VRPTW Fixed Benchmark Data
# N=20  INSTANCES=10000  Q=500  K=10  T=1000  SERVICE=10
#
# Node 0 = Depot, Nodes 1..20 = Customers
# Coordinates are in [0, 100], Time windows are in [0, 1000]
# TW1=narrow(100), TW2=medium(300), TW3=wide(500)
#
# INST	NODE	X	Y	DEMAND	TW1_A	TW1_B	TW2_A	TW2_B	TW3_A	TW3_B	SERVICE
1390	3	87.16	13.72	19	343	508	635	819	929	931	10
1390	4	45.03	69.44	24	863	977	844	917	519	908	10
1390	5	37.88	91.18	24	611	858	544	549	404	755	10
1390	6	47.46	89.64	18	804	886	207	459	382	974	10
1390	7	74.88	82.07	1	511	553	891	963	775	963	10
1390	8	93.42	31.85	4	238	322	421	900	123	852	10
1390	9	92.68	91.92	14	398	448	187	432	801	943	10
1390	10	3.79	17.88	27	809	936	557	830	780	936	10
1390	11	43.55	65.54	28	147	165	118	611	95	286	10
1390	12	81.69	48.93	14	53	204	465	957	608	914	10
1390	13	21.02	17.93	17	365	485	229	647	370	946	10
1390	14	51.64	37.61	3	734	752	179	763	301	451	10
1390	15	9.46	22.76	5	641	708	836	944	819	944	10
1390	16	12.06	46.40	5	84	185	111	218	249	962	10
1390	17	72.16	99.24	12	196	238	585	954	822	954	10
1390	18	67.11	95.67	27	389	402	262	331	166	172	10
1390	19	75.79	77.85	27	341	436	143	275	683	964	10
1390	20	53.88	17.93	9	742	760	236	401	812	950	10
1391	0	84.03	43.68	0	0	1000	0	1000	0	1000	0
1391	1	61.54	48.71	25	698	766	221	654	261	975	10
1391	2	7.22	82.55	2	889	912	751	912	201	621	10
1391	3	91.24	36.92	19	506	522	671	980	661	989	10
1391	4	81.15	66.67	12	713	723	317	444	676	975	10
1391	5	67.31	94.60	15	116	217	534	693	304	916	10
1391	6	57.20	9.80	10	904	955	151	289	575	955	10
1391	7	26.22	66.89	14	706	915	571	629	762	776	10
1391	8	17.80	44.61	13	527	629	275	713	708	932	10
1391	9	26.74	1.76	14	497	581	702	872	805	928	10
1391	10	99.46	30.49	27	131	286	517	754	354	752	10
1391	11	74.68	36.01	16	21	35	864	968	95	435	10
1391	12	69.40	35.71	15	174	298	830	910	465	476	10
1391	13	58.38	30.45	24	472	472	394	719	222	348	10
1391	14	32.15	15.88	4	282	413	611	922	940	940	10
1391	15	52.48	90.90	20	553	605	415	423	533	942	10
1391	16	59.04	7.48	11	394	476	96	162	824	955	10
1391	17	65.08	88.82	17	196	266	613	689	131	397	10
1391	18	94.99	85.31	22	428	439	779	955	50	60	10
1391	19	28.25	75.39	6	529	539	123	525	627	883	10
1391	20	13.19	94.30	9	499	810	892	911	569	712	10
1392	0	16.72	40.30	0	0	1000	0	1000	0	1000	0
1392	1	10.60	76.02	23	571	586	683	777	786	962	10
1392	2	26.19	30.21	21	439	624	142	428	478	695	10
1392	3	5.45	67.95	7	490	495	486	821	925	969	10
1392	4	55.77	50.20	7	60	206	738	958	380	512	10
1392	5	58.38	13.93	33	707	773	301	303	168	949	10
1392	6	49.91	54.69	23	818	880	649	962	665	817	10
1392	7	64.46	22.85	12	300	436	938	948	295	475	10
1392	8	97.57	50.99	33	836	915	542	609	843	917	10
1392	9	65.59	89.74	6	250	406	542	759	760	929	10
1392	10	28.52	60.74	1	794	921	850	975	349	438	10
1392	11	59.84	31.70	17	888	919	165	285	659	955	10
1392	12	29.61	25.72	1	692	803	222	360	275	564	10
1392	13	81.85	85.78	16	380	639	591	781	581	919	10
1392	14	68.05	55.01	18	252	298	513	731	769	945	10
1392	15	36.31	44.68	1	870	925	68	280	256	288	10
1392	16	36.02	33.73	2	231	277	865	978	718	978	10
1392	17	62.34	40.14	15	408	513	125	443	887	953	10
1392	18	51.55	28.00	31	720	833	127	144	328	612	10
1392	19	63.26	70.59	9	306	406	424	764	272	644	10
1392	20	48.56	30.54	33	707	732	473	730	713	965	10
1393	0	9.47	77.50	0	0	1000	0	1000	0	1000	0
1393	1	64.94	7.57	17	578	692	604	909	512	909	10
1393	2	27.08	74.16	13	259	417	723	981	783	981	10
1393	3	85.31	16.89	3	611	630	713	901	862	901	10
1393	4	82.92	7.55	11	318	365	728	897	540	897	10
1393	5	32.49	9.95	7	595	728	698	747	360	868	10
1393	6	49.01	4.95	14	784	911	900	916	139	514	10
1393	7	2.97	18.94	13	776	835	348	940	272	430	10
1393	8	11.26	69.30	6	563	650	329	527	93	203	10
1393	9	66.51	79.59	32	247	387	119	211	213	941	10
1393	10	67.68	86.60	10	539	562	436	511	815	940	10
1393	11	46.87	77.29	29	521	639	685	727	491	700	10
1393	12	5.36	83.82	15	780	876	968	991	119	785	10
1393	13	15.88	0.53	12	855	921	248	619	722	921	10
1393	14	7.29	94.21	13	976	982	547	733	548	873	10
1393	15	78.70	66.25	7	726	727	345	481	663	708	10
1393	16	5.48	88.13	18	695	765	110	328	674	987	10
1393	17	51.99	48.09	28	472	475	272	436	530	591	10
1393	18	29.32	5.46	24	763	924	482	598	610	924	10
1393	19	87.51	64.79	14	93	94	710	767	782	919	10
1393	20	89.75	96.54	28	148	175	282	422	792	880	10
1394	0	14.74	66.76	0	0	1000	0	1000	0	1000	0
1394	1	89.61	85.70	18	633	732	629	897	713	921	10
1394	2	67.91	13.58	11	617	739	442	499	443	733	10
1394	3	18.71	28.33	17	869	879	721	958	292	744	10
1394	4	84.59	79.40	11	327	355	226	493	697	928	10
1394	5	34.60	21.50	21	298	300	599	638	805	949	10
1394	6	79.83	54.63	25	752	795	805	932	739	932	10
1394	7	37.57	69.02	36	763	816	224	453	934	976	10
1394	8	51.96	12.20	4	71	90	194	537	311	800	10
1394	9	66.45	34.25	12	437	561	224	723	897	937	10
1394	10	15.16	0.91	16	347	432	97	611	206	616	10
1394	11	70.45	99.01	13	397	473	792	899	293	934	10
1394	12	51.45	91.23	1	569	610	369	371	750	954	10
1394	13	89.76	34.07	15	897	917	408	706	889	917	10
1394	14	18.26	97.53	10	880	917	516	763	875	888	10
1394	15	10.84	34.03	13	755	771	285	635	745	966	10
1394	16	27.40	31.20	34	472	538	838	961	780	961	10
1394	17	34.50	62.16	9	947	978	171	308	956	978	10
1394	18	71.31	59.66	21	218	316	937	941	873	941	10
1394	19	45.36	99.84	27	162	276	518	523	127	138	10
1394	20	59.77	42.57	37	216	340	749	947	623	947	10
1395	0	30.93	87.74	0	0	1000	0	1000	0	1000	0
1395	1	56.46	26.82	7	426	637	95	455	106	691	10
1395	2	85.88	34.68	19	834	922	250	761	715	922	10
1395	3	51.96	46.71	24	363	457	343	524	931	952	10
1395	4	59.00	0.78	14	412	460	525	721	302	425	10
1395	5	71.09	52.48	15	377	519	626	877	235	471	10
1395	6	20.04	31.99	15	740	760	809	942	407	565	10
1395	7	12.57	9.68	5	570	714	814	868	721	918	10
1395	8	72.05	57.43	10	103	176	501	573	830	898	10
1395	9	52.58	54.55	5	708	770	420	959	181	271	10
1395	10	2.56	11.30	4	474	587	701	917	436	917	10
1395	11	1.63	25.41	8	342	411	370	614	345	473	10
1395	12	94.41	11.71	20	476	478	838	854	310	899	10
1395	13	45.96	94.86	6	114	150	89	328	607	982	10
1395	14	71.53	72.91	20	335	491	850	924	160	511	10
1395	15	74.40	74.15	2	923	953	521	827	549	734	10
1395	16	81.19	97.70	7	662	750	469	855	680	757	10
1395	17	65.73	6.24	21	237	255	832	910	211	910	10
1395	18	40.95	90.39	28	819	926	470	663	985	988	10
1395	19	88.10	66.75	6	351	424	403	535	859	938	10
1395	20	25.71	40.34	7	226	238	709	951	469	705	10
1396	0	22.18	30.71	0	0	1000	0	1000	0	1000	0
1396	1	62.93	49.45	34	303	392	285	330	347	721	10
1396	2	42.17	98.52	26	851	893	321	928	141	928	10
1396	3	33.15	11.32	19	452	585	278	314	767	918	10
1396	4	36.65	43.45	28	186	203	384	719	426	876	10
1396	5	79.59	20.61	30	707	882	354	672	524	646	10
1396	6	24.93	35.53	19	377	546	681	947	581	743	10
1396	7	39.97	55.65	18	799	910	300	673	904	968	10
1396	8	54.39	96.60	21	763	764	912	925	280	683	10
1396	9	62.97	84.68	7	495	593	427	747	163	759	10
1396	10	35.47	98.82	1	558	577	231	329	636	929	10
1396	11	73.98	91.81	15	170	254	147	416	252	432	10
1396	12	80.35	82.32	34	815	854	117	436	676	921	10
1396	13	71.31	80.46	12	644	717	225	403	200	516	10
1396	14	4.61	19.56	1	961	978	104	232	273	400	10
1396	15	45.68	18.98	19	504	525	68	649	738	782	10
1396	16	22.79	11.56	2	740	785	317	483	631	979	10
1396	17	81.84	37.74	22	100	173	766	800	104	314	10
1396	18	10.16	24.93	23	525	539	732	874	642	985	10
1396	19	1.25	64.93	22	843	907	172	575	442	608	10
1396	20	17.03	38.29	13	779	809	899	989	835	989	10
1397	0	13.41	94.51	0	0	1000	0	1000	0	1000	0
1397	1	94.74	28.19	6	586	651	527	857	774	894	10
1397	2	29.29	74.99	15	270	457	693	862	541	973	10
1397	3	6.40	49.23	7	918	953	475	482	663	744	10
1397	4	62.15	33.36	7	844	920	647	920	701	909	10
1397	5	42.92	18.43	12	846	917	302	721	144	168	10
1397	6	56.77	14.51	19	132	178	104	248	246	373	10
1397	7	19.29	77.06	14	423	620	429	595	111	301	10
1397	8	19.48	66.42	12	235	313	331	512	774	970	10
1397	9	22.02	80.33	14	650	655	139	166	371	982	10
1397	10	77.79	57.62	1	296	439	381	589	232	256	10
1397	11	66.59	97.11	17	679	748	407	423	640	683	10
1397	12	20.68	55.04	17	300	333	810	958	151	364	10
1397	13	42.27	6.95	2	255	280	376	745	429	906	10
1397	14	66.63	68.17	14	765	824	686	822	904	939	10
1397	15	60.59	80.99	17	148	165	588	949	98	949	10
1397	16	93.82	92.43	3	593	730	357	514	601	746	10
1397	17	83.32	8.49	12	143	178	585	888	117	573	10
1397	18	15.14	31.20	25	601	705	82	140	832	935	10
1397	19	14.83	54.54	20	180	455	802	959	299	528	10
1397	20	49.36	62.49	5	593	616	828	950	845	950	10
1398	0	37.04	23.16	0	0	1000	0	1000	0	1000	0
1398	1	33.33	70.25	23	220	279	845	951	694	951	10
1398	2	11.44	71.96	24	152	192	516	943	496	639	10
1398	3	30.01	91.21	22	880	930	326	397	184	876	10
1398	4	18.46	29.30	16	670	699	547	601	538	979	10
1398	5	96.50	65.77	13	850	925	900	925	633	925	10
1398	6	70.67	74.61	19	426	438	180	208	611	937	10
1398	7	91.82	70.01	21	202	205	707	926	249	416	10
1398	8	89.15	1.47	18	576	577	694	942	91	590	10
1398	9	64.79	12.36	15	243	351	962	969	621	969	10
1398	10	63.72	3.72	24	498	685	155	881	199	370	10
1398	11	58.56	72.25	7	325	331	834	945	613	945	10
1398	12	36.26	12.08	10	171	265	330	670	451	562	10
1398	13	98.69	18.55	5	685	817	210	313	618	757	10
1398	14	47.26	21.05	26	335	470	902	954	751	963	10
1398	15	54.04	92.82	8	812	880	872	927	757	927	10
1398	16	4.50	78.33	3	635	717	795	934	752	820	10
1398	17	79.87	10.57	17	497	558	575	846	683	687	10
1398	18	55.16	19.07	4	335	482	78	533	867	980	10
1398	19	14.14	31.36	16	330	339	848	974	392	534	10
1398	20	54.85	67.91	30	133	136	125	425	425	950	10
1399	0	75.83	0.34	0	0	1000	0	1000	0	1000	0
1399	1	46.90	10.32	20	454	695	108	267	941	968	10
1399	2	87.79	20.17	3	652	733	824	863	223	351	10
1399	3	55.83	82.96	14	799	822	734	862	113	658	10
1399	4	31.64	58.65	7	428	498	703	925	621	925	10
1399	5	66.39	58.21	16	875	940	686	825	155	252	10
1399	6	48.52	63.97	15	687	831	745	778	506	566	10
1399	7	41.82	28.38	30	478	530	925	954	756	954	10
1399	8	3.53	7.74	24	889	926	751	926	667	926	10
1399	9	92.28	14.17	16	732	828	408	618	161	356	10
1399	10	18.79	69.10	3	164	174	653	901	245	909	10
1399	11	19.03	28.49	14	852	863	476	935	695	935	10
1399	12	92.48	17.66	23	118	146	216	797	68	97	10
1399	13	99.82	60.75	1	897	933	927	933	123	590	10
1399	14	9.13	95.06	29	775	851	799	867	662	776	10
1399	15	35.18	33.68	36	511	514	214	401	942	946	10
1399	16	14.61	78.05	7	871	900	841	900	880	900	10
1399	17	47.77	83.57	2	478	554	622	911	371	911	10
1399	18	42.51	94.69	18	281	311	175	320	877	898	10
1399	19	5.46	22.69	13	656	661	733	871	266	925	10
1399	20	18.32	56.33	7	387	487	640	918	814	918	10
1400	0	60.70	67.24	0	0	1000	0	1000	0	1000	0
1400	1	62.51	0.15	15	820	909	776	870	888	931	10
1400	2	32.61	57.84	24	193	215	616	767	864	969	10
1400	3	18.20	94.47	9	495	562	787	831	798	825	10
1400	4	35.78	38.43	7	467	474	799	960	451	933	10
1400	5	69.46	9.85	35	618	624	860	940	697	930	10
1400	6	6.26	98.23	25	719	852	527	918	605	936	10
1400	7	88.82	61.13	22	637	721	301	307	715	970	10
1400	8	57.91	66.10	30	908	995	73	98	245	523	10
1400	9	26.16	96.92	6	393	527	518	953	80	953	10
1400	10	30.18	18.93	23	706	806	594	941	440	522	10
1400	11	25.80	13.30	3	119	288	380	632	299	934	10
1400	12	95.21	42.60	4	844	956	61	434	498	735	10
1400	13	5.25	13.37	6	207	292	493	799	146	877	10
1400	14	88.05	2.05	14	101	169	353	564	824	928	10
1400	15	75.66	91.19	15	171	214	683	840	532	970	10
1400	16	69.15	68.58	18	853	882	960	990	230	458	10
1400	17	45.03	32.14	16	290	353	662	932	932	937	10
1400	18	94.19	98.76	18	351	500	842	953	788	953	10
1400	19	8.83	56.12	20	399	515	359	713	835	945	10
1400	20	15.45	16.21	33	198	217	813	930	614	930	10
1401	0	90.97	43.67	0	0	1000	0	1000	0	1000	0
1401	1	78.57	22.77	19	780	879	249	450	733	841	10
1401	2	95.74	1.75	5	120	127	169	596	394	799	10
1401	3	32.45	83.53	12	139	164	577	928	293	928	10
1401	4	26.43	42.20	41	85	119	193	553	787	800	10
1401	5	52.85	78.90	15	927	947	86	312	589	947	10
1401	6	7.29	77.28	42	185	255	201	516	263	513	10
1401	7	48.49	78.24	3	802	927	426	688	887	944	10
1401	8	7.60	67.80	5	641	704	410	678	399	440	10
1401	9	16.68	62.75	23	471	517	837	882	845	922	10
1401	10	17.69	63.95	20	478	548	703	922	598	883	10
1401	11	28.52	31.06	14	355	389	234	271	815	935	10
1401	12	90.80	45.57	10	63	155	311	802	322	541	10
1401	13	96.06	28.40	19	578	796	732	769	765	776	10
1401	14	62.37	51.60	28	365	524	692	960	639	793	10
1401	15	60.07	32.23	23	387	423	913	966	209	632	10
1401	16	94.52	37.51	28	302	360	928	991	277	611	10
1401	17	96.51	79.77	1	550	560	746	822	623	724	10
1401	18	85.76	70.43	21	835	897	759	971	111	836	10
1401	19	4.32	79.44	16	378	390	355	435	719	905	10
1401	20	40.83	69.55	14	440	444	67	129	203	329	10
1402	0	91.27	77.78	0	0	1000	0	1000	0	1000	0
1402	1	43.48	20.03	7	374	511	690	853	628	924	10
1402	2	18.88	14.03	1	589	727	520	548	633	902	10
1402	3	6.21	37.55	12	460	460	621	625	622	790	10
1402	4	20.50	35.68	9	907	916	781	916	866	916	10
1402	5	49.08	93.30	23	558	618	376	615	579	721	10
1402	6	28.72	16.03	19	820	911	409	644	767	911	10
1402	7	77.62	40.76	16	266	321	708	959	397	959	10
1402	8	61.28	66.25	15	832	876	560	591	547	947	10
1402	9	0.56	48.75	42	559	625	898	903	558	785	10
1402	10	98.46	20.08	15	441	523	770	940	744	940	10
1402	11	92.27	3.93	3	172	326	796	925	249	470	10
1402	12	17.04	84.00	16	662	681	719	853	393	398	10
1402	13	36.69	45.17	2	574	643	359	503	282	678	10
1402	14	82.08	98.45	8	164	167	958	976	875	976	10
1402	15	66.95	71.40	20	310	453	198	470	301	443	10
1402	16	88.50	69.64	29	953	990	83	202	485	990	10
1402	17	56.93	35.58	10	613	688	108	260	498	729	10
1402	18	30.40	74.98	25	753	827	703	938	565	722	10
1402	19	95.81	78.54	30	880	994	179	324	39	890	10
1402	20	6.81	65.93	11	131	184	633	709	620	913	10
1403	0	54.28	28.72	0	0	1000	0	1000	0	1000	0
1403	1	7.52	45.66	13	123	186	699	866	779	949	10
1403	2	40.64	98.67	17	907	927	278	579	654	927	10
1403	3	1.65	84.13	15	357	436	291	664	526	829	10
1403	4	87.70	22.24	24	612	615	77	227	362	589	10
1403	5	94.96	20.95	11	677	744	145	177	758	829	10
1403	6	25.61	1.97	22	585	628	324	732	485	959	10
1403	7	61.79	9.95	17	891	978	933	978	740	978	10
1403	8	51.93	44.52	1	791	908	28	118	651	983	10
1403	9	49.51	96.48	12	172	262	567	618	615	683	10
1403	10	3.05	23.59	15	863	947	212	519	572	799	10
1403	11	45.06	58.59	2	869	936	776	967	435	535	10
1403	12	37.14	15.89	25	776	903	450	724	855	977	10
1403	13	38.18	31.28	1	471	599	544	784	198	398	10
1403	14	28.09	17.86	6	706	816	956	970	490	970	10
1403	15	82.55	28.32	4	386	533	309	418	492	940	10
1403	16	38.88	93.24	25	320	542	689	716	563	909	10
1403	17	87.75	87.85	12	684	770	629	783	745	931	10
1403	18	21.11	60.76	7	749	891	465	609	872	952	10
1403	19	75.57	90.11	23	866	934	548	593	316	558	10
1403	20	59.40	96.43	25	915	915	559	931	803	931	10
1404	0	18.22	19.15	0	0	1000	0	1000	0	1000	0
1404	1	32.10	42.64	15	794	851	831	849	89	97	10
1404	2	59.69	4.17	21	139	278	809	856	606	954	10
1404	3	31.51	53.15	14	510	614	755	891	392	436	10
1404	4	64.60	80.78	27	356	366	259	468	313	474	10
1404	5	15.27	76.33	24	633	657	882	941	280	941	10
1404	6	44.19	57.19	10	341	403	219	247	199	305	10
1404	7	48.10	37.87	13	158	172	709	868	773	963	10
1404	8	98.96	54.32	1	778	850	608	769	538	767	10
1404	9	42.86	66.06	5	416	542	800	876	924	946	10
1404	10	33.75	75.37	36	801	801	88	98	327	665	10
1404	11	4.97	9.17	4	467	486	897	982	134	271	10
1404	12	56.68	41.37	7	557	605	183	526	367	485	10
1404	13	5.02	47.63	17	450	493	561	792	69	967	10
1404	14	35.65	33.28	5	848	860	92	648	335	773	10
1404	15	16.31	19.31	25	377	407	510	596	257	760	10
1404	16	87.09	19.94	29	394	495	656	782	190	734	10
1404	17	46.84	47.78	6	885	958	854	873	912	958	10
1404	18	71.74	82.35	14	209	210	508	916	354	916	10
1404	19	24.51	40.42	11	620	764	608	976	968	976	10
1404	20	98.71	60.25	30	418	447	849	906	525	908	10
1405	0	42.65	60.90	0	0	1000	0	1000	0	1000	0
1405	1	67.32	97.97	14	123	283	267	388	166	326	10
1405	2	16.16	52.65	38	921	971	879	971	903	971	10
1405	3	97.88	21.87	10	712	718	917	931	826	931	10
1405	4	48.02	3.09	18	185	234	104	197	870	940	10
1405	5	67.03	61.04	13	833	896	748	920	326	615	10
1405	6	7.12	48.74	1	209	342	657	868	719	813	10
1405	7	46.49	46.77	14	799	875	578	866	264	927	10
1405	8	94.78	13.54	31	600	617	463	879	215	470	10
1405	9	89.32	92.12	26	193	383	645	841	726	942	10
1405	10	81.57	87.83	12	446	558	907	951	569	951	10
1405	11	23.20	31.86	22	868	964	299	563	285	721	10
1405	12	86.72	66.00	31	608	642	660	954	71	810	10
1405	13	12.02	18.88	14	777	836	149	465	805	946	10
1405	14	65.48	53.59	3	964	975	342	365	334	490	10
1405	15	40.22	65.47	27	898	953	163	267	181	349	10
1405	16	12.94	39.73	1	308	432	280	552	71	577	10
1405	17	12.65	21.29	34	321	531	838	949	859	949	10
1405	18	31.10	26.97	13	509	581	349	618	263	607	10
1405	19	17.10	94.08	12	555	720	473	957	80	892	10
1405	20	0.45	74.25	15	755	798	311	347	871	954	10
1406	0	17.71	13.55	0	0	1000	0	1000	0	1000	0
1406	1	10.31	55.04	10	458	484	644	874	352	956	10
1406	2	68.74	61.62	9	395	423	829	928	522	928	10
1406	3	27.87	29.03	1	43	53	494	635	526	980	10
1406	4	2.96	88.79	11	838	922	462	629	922	922	10
1406	5	17.37	67.32	13	676	764	287	335	789	945	10
1406	6	7.88	85.68	38	153	219	419	463	345	926	10
1406	7	47.64	1.78	10	609	659	210	278	692	923	10
1406	8	51.06	76.95	24	99	119	851	927	419	853	10
1406	9	80.39	6.64	4	793	817	551	568	785	935	10
1406	10	14.13	86.46	9	878	914	350	409	177	367	10
1406	11	95.88	83.56	18	874	894	323	865	673	894	10
1406	12	35.59	56.45	2	824	902	496	738	322	909	10
1406	13	51.29	16.49	31	282	304	211	395	341	753	10
1406	14	60.99	78.10	2	685	846	708	921	201	711	10
1406	15	85.43	53.92	18	268	278	877	920	402	920	10
1406	16	22.13	92.49	6	744	791	661	919	528	788	10
1406	17	26.23	43.70	24	416	606	270	567	552	872	10
1406	18	35.50	49.84	21	881	958	679	958	561	958	10
1406	19	63.21	72.63	9	80	141	525	543	713	924	10
1406	20	44.61	40.39	20	260	308	144	165	148	336	10
1407	0	60.26	35.73	0	0	1000	0	1000	0	1000	0
1407	1	51.31	15.05	22	752	879	503	816	526	803	10
1407	2	64.15	95.89	20	238	311	171	253	516	820	10
1407	3	22.65	40.40	14	726	810	621	783	631	675	10
1407	4	85.96	80.82	2	664	667	283	485	808	947	10
1407	5	67.11	55.55	4	419	487	553	812	552	966	10
1407	6	20.33	71.80	15	890	907	854	945	430	945	10
1407	7	50.17	65.62	18	148	240	275	364	332	486	10
1407	8	85.31	77.73	16	506	659	343	437	322	377	10
1407	9	56.07	72.36	6	818	939	543	962	935	962	10
1407	10	56.91	72.95	21	591	690	584	843	453	618	10
1407	11	66.69	52.87	33	476	737	532	816	419	522	10
1407	12	25.22	38.83	13	281	489	694	890	357	583	10
1407	13	70.80	6.64	18	588	596	446	967	786	923	10
1407	14	26.98	39.37	3	627	651	367	724	36	529	10
1407	15	34.29	62.87	24	521	770	273	316	813	961	10
1407	16	80.83	50.01	6	91	253	385	866	271	308	10
1407	17	40.31	25.23	13	820	976	147	515	172	416	10
1407	18	66.84	17.12	13	363	522	349	692	762	766	10
1407	19	76.09	79.69	1	216	384	622	952	407	828	10
1407	20	27.31	99.66	2	729	790	146	524	186	927	10
1408	0	51.39	57.26	0	0	1000	0	1000	0	1000	0
1408	1	67.88	60.07	13	339	382	533	797	645	982	10
1408	2	15.03	46.08	8	543	683	754	960	779	787	10
1408	3	43.20	76.55	8	657	728	822	952	936	978	10
1408	4	14.64	61.30	3	708	862	390	786	734	799	10
1408	5	25.37	84.44	30	341	365	704	807	715	793	10
1408	6	69.12	45.24	5	99	108	237	469	600	963	10
1408	7	95.89	46.24	7	441	544	798	816	919	953	10
1408	8	60.92	84.05	6	100	242	626	803	617	659	10
1408	9	93.91	68.81	23	237	250	503	875	250	954	10
1408	10	78.18	13.00	1	87	186	863	947	756	947	10
1408	11	45.21	21.34	17	310	330	359	470	138	316	10
1408	12	47.70	93.96	3	371	380	137	403	955	962	10
1408	13	41.49	85.22	5	261	361	567	650	69	127	10
1408	14	32.31	18.41	23	535	553	114	134	399	697	10
1408	15	13.38	93.60	20	290	411	768	849	593	745	10
1408	16	81.84	20.68	20	681	869	283	951	802	951	10
1408	17	79.84	8.74	11	114	124	431	825	435	942	10
1408	18	88.09	63.76	13	824	845	383	416	759	961	10
1408	19	70.00	45.99	11	226	394	729	943	391	674	10
1408	20	62.91	71.62	14	345	528	657	841	780	980	10
1409	0	36.56	51.03	0	0	1000	0	1000	0	1000	0
1409	1	12.27	35.41	10	91	187	67	186	888	970	10
1409	2	3.19	65.90	15	228	383	919	959	598	654	10
1409	3	25.48	50.05	1	717	777	473	514	247	605	10
1409	4	59.47	71.72	9	182	386	515	674	831	968	10
1409	5	11.94	6.83	1	887	906	849	948	878	948	10
1409	6	83.51	52.32	17	871	952	108	219	380	952	10
1409	7	89.31	52.99	30	688	829	310	367	494	946	10
1409	8	24.76	22.02	2	598	613	66	214	473	562	10
1409	9	48.75	89.69	9	708	785	346	816	53	484	10
1409	10	81.29	73.24	2	694	711	472	642	674	940	10
1409	11	77.88	94.33	11	760	882	892	939	100	394	10
1409	12	5.30	54.57	6	684	687	585	821	673	834	10
1409	13	36.28	89.83	29	640	799	954	960	485	574	10
1409	14	37.79	44.31	15	588	725	279	450	840	992	10
1409	15	35.27	41.34	8	329	403	299	377	215	794	10
1409	16	26.22	17.12	10	865	961	923	963	449	905	10
1409	17	61.37	82.19	22	606	651	433	591	271	959	10
1409	18	65.57	44.66	1	476	628	85	394	369	446	10
1409	19	31.37	97.84	28	110	116	559	934	215	258	10
1409	20	34.99	55.66	2	227	273	379	692	369	678	10
1410	0	81.39	79.89	0	0	1000	0	1000	0	1000	0
1410	1	74.30	62.28	23	601	641	732	746	373	980	10
1410	2	30.49	34.07	36	118	255	382	654	914	930	10
1410	3	92.75	19.35	17	85	131	886	937	153	343	10
1410	4	87.44	36.36	24	45	148	602	756	287	753	10
1410	5	3.80	98.70	12	150	215	849	912	196	223	10
1410	6	9.96	13.92	12	533	664	827	901	879	901	10
1410	7	38.24	78.90	10	372	486	107	284	645	955	10
1410	8	62.51	43.37	29	949	957	616	827	44	554	10
1410	9	79.67	50.11	16	537	595	658	773	229	818	10
1410	10	91.16	40.83	21	948	958	890	958	566	958	10
1410	11	43.49	19.08	11	248	325	777	927	795	800	10
1410	12	63.43	48.37	18	460	643	640	883	270	367	10
1410	13	11.17	92.23	3	723	735	618	670	537	629	10
1410	14	1.59	73.94	1	109	247	171	799	794	918	10
1410	15	20.76	56.02	15	102	109	790	933	750	933	10
1410	16	16.37	65.20	11	597	632	846	932	529	932	10
1410	17	14.76	36.92	11	192	377	878	919	108	343	10
1410	18	62.24	2.58	4	122	175	191	773	403	466	10
1410	19	29.54	71.50	25	785	823	726	930	239	707	10
1410	20	93.85	53.86	19	364	419	706	970	459	469	10
1411	0	90.39	63.36	0	0	1000	0	1000	0	1000	0
1411	1	1.85	60.19	1	815	910	547	622	176	910	10
1411	2	65.88	96.20	20	699	700	523	733	810	958	10
1411	3	97.12	98.08	28	54	56	111	756	75	858	10
1411	4	63.35	78.88	8	54	181	86	498	293	967	10
1411	5	3.56	79.59	15	117	133	422	432	594	910	10
1411	6	56.55	80.09	30	493	602	927	940	305	341	10
1411	7	1.43	18.60	16	437	484	733	811	707	899	10
1411	8	62.39	71.40	22	563	579	865	905	468	969	10
1411	9	80.58	12.96	30	69	81	372	588	462	517	10
1411	10	75.70	54.24	15	160	259	300	587	689	922	10
1411	11	97.30	41.39	21	534	559	304	606	430	653	10
1411	12	74.34	90.13	24	352	572	910	967	110	283	10
1411	13	29.35	29.11	10	300	477	157	390	327	407	10
1411	14	80.17	86.99	13	480	491	794	861	331	536	10
1411	15	34.99	31.70	24	245	296	569	935	748	935	10
1411	16	82.70	4.61	8	189	247	246	338	739	939	10
1411	17	72.32	26.29	1	610	706	721	767	533	957	10
1411	18	0.72	12.25	15	425	469	626	827	656	810	10
1411	19	42.73	62.80	11	668	751	228	354	672	951	10
1411	20	27.70	3.96	26	384	482	136	276	264	278	10
1412	0	47.06	67.49	0	0	1000	0	1000	0	1000	0
1412	1	42.95	67.72	7	113	125	286	404	847	994	10
1412	2	33.85	71.75	29	345	362	863	985	837	985	10
1412	3	58.77	31.77	15	415	444	194	346	508	710	10
1412	4	13.71	56.58	17	215	220	161	328	196	700	10
1412	5	54.39	64.34	19	24	95	556	631	763	947	10
1412	6	61.16	55.27	6	774	886	201	283	349	980	10
1412	7	31.01	65.44	8	407	575	868	982	801	889	10
1412	8	1.84	41.52	4	305	350	477	687	774	946	10
1412	9	55.08	41.17	21	956	971	115	377	705	779	10
1412	10	6.84	41.98	8	378	496	626	671	278	607	10
1412	11	53.43	41.89	10	254	381	164	230	43	305	10
1412	12	88.15	2.27	28	411	582	428	801	771	921	10
1412	13	88.86	93.70	7	176	178	397	913	925	949	10
